Nome,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches
Pedro,2020,22,Flamengo,br BRA,1. Série A,1st,34,15,"1,591",17.7,13,2,15,13,0,2,2,0,0.74,0.11,0.85,0.74,0.85,Matches
Pedro,2021,23,Flamengo,br BRA,1. Série A,2nd,24,15,"1,414",15.7,7,5,12,7,0,0,3,0,0.45,0.32,0.76,0.45,0.76,Matches
Pedro,2022,24,Flamengo,br BRA,1. Série A,5th,24,12,"1,174",13.0,11,3,14,11,0,1,3,0,0.84,0.23,1.07,0.84,1.07,Matches
Pedro,2023,25,Flamengo,br BRA,1. Série A,4th,34,26,"2,151",23.9,13,0,13,9,4,4,1,0,0.54,0.00,0.54,0.38,0.38,Matches
Pedro,2024,26,Flamengo,br BRA,1. Série A,3rd,21,19,"1,653",18.4,11,5,16,7,4,5,3,0,0.60,0.27,0.87,0.38,0.65,Matches
Pedro,2025,27,Flamengo,br BRA,1. Série A,1st,21,13,"1,047",11.6,12,6,18,11,1,2,3,0,1.03,0.52,1.55,0.95,1.46,Matches
Pedro,2026,28,Flamengo,br BRA,1. Série A,2nd,15,14,"1,167",13.0,9,3,12,9,0,0,1,0,0.69,0.23,0.93,0.69,0.93,Matches
Raphinha,2015,18,Avaí,br BRA,1. Série A,17th,0,0,,,,,,,,,,,,,,,,Matches
Raphinha,2015-2016,18,Vitória Guimarães,pt POR,1. Primeira Liga,10th,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Raphinha,2016-2017,19,Vitória Guimarães,pt POR,1. Primeira Liga,4th,32,18,"1,695",18.8,4,6,10,4,0,0,6,0,0.21,0.32,0.53,0.21,0.53,Matches
Raphinha,2017-2018,20,Vitória Guimarães,pt POR,1. Primeira Liga,9th,32,32,"2,785",30.9,15,4,19,13,2,3,4,0,0.48,0.13,0.61,0.42,0.55,Matches
Raphinha,2018-2019,21,Sporting CP,pt POR,1. Primeira Liga,3rd,24,16,"1,510",16.8,4,1,5,4,0,0,6,0,0.24,0.06,0.30,0.24,0.30,Matches
Raphinha,2019-2020,22,Sporting CP,pt POR,1. Primeira Liga,4th,4,4,360,4.0,2,0,2,2,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches
Raphinha,2019-2020,22,Rennes,fr FRA,1. Ligue 1,3rd,22,20,"1,690",18.8,5,3,8,4,1,1,4,0,0.27,0.16,0.43,0.21,0.37,Matches
Raphinha,2020-2021,23,Rennes,fr FRA,1. Ligue 1,6th,6,5,404,4.5,1,2,3,1,0,0,0,0,0.22,0.45,0.67,0.22,0.67,Matches
Raphinha,2020-2021,23,Leeds United,eng ENG,Jr. PL2 — Div. 2,1st,1,1,90,1.0,1,0,1,1,0,0,1,0,1.00,0.00,1.00,1.00,1.00,Matches
Raphinha,2020-2021,23,Leeds United,eng ENG,1. Premier League,9th,30,26,"2,360",26.2,6,9,15,6,0,0,3,0,0.23,0.34,0.57,0.23,0.57,Matches
Raphinha,2021-2022,24,Leeds United,eng ENG,1. Premier League,17th,35,34,"2,915",32.4,11,3,14,7,4,4,7,0,0.34,0.09,0.43,0.22,0.31,Matches
Raphinha,2022-2023,25,Barcelona,es ESP,1. La Liga,1st,36,25,"2,072",23.0,7,7,14,7,0,0,9,0,0.30,0.30,0.61,0.30,0.61,Matches
Raphinha,2023-2024,26,Barcelona,es ESP,1. La Liga,2nd,28,17,"1,368",15.2,6,9,15,5,1,1,4,1,0.39,0.59,0.99,0.33,0.92,Matches
Raphinha,2024-2025,27,Barcelona,es ESP,1. La Liga,1st,36,32,"2,839",31.5,18,9,27,16,2,2,4,0,0.57,0.29,0.86,0.51,0.79,Matches
Raphinha,2025-2026,28,Barcelona,es ESP,1. La Liga,1st,22,18,"1,380",15.3,13,3,16,10,3,3,5,0,0.85,0.20,1.04,0.65,0.85,Matches
Rayan,2023,16,Vasco da Gama,br BRA,1. Série A,15th,6,3,265,2.9,1,0,1,1,0,0,2,0,0.34,0.00,0.34,0.34,0.34,Matches
Rayan,2024,17,Vasco da Gama,br BRA,1. Série A,10th,24,7,855,9.5,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
Rayan,2025,18,Vasco da Gama,br BRA,1. Série A,14th,34,32,"2,835",31.5,14,1,15,12,2,2,4,0,0.44,0.03,0.48,0.38,0.41,Matches
Rayan,2025-2026,18,Bournemouth,eng ENG,1. Premier League,6th,14,12,"1,039",11.5,5,2,7,5,0,0,1,0,0.43,0.17,0.61,0.43,0.61,Matches
Richarlison,2016,18,Fluminense,br BRA,1. Série A,13th,28,18,"1,505",16.7,4,1,5,3,1,2,2,0,0.24,0.06,0.30,0.18,0.24,Matches
Richarlison,2017,19,Fluminense,br BRA,1. Série A,14th,14,14,"1,227",13.6,5,1,6,4,1,1,4,0,0.37,0.07,0.44,0.29,0.37,Matches
Richarlison,2017-2018,20,Watford,eng ENG,1. Premier League,14th,38,32,"2,823",31.4,5,4,9,5,0,0,4,0,0.16,0.13,0.29,0.16,0.29,Matches
Richarlison,2018-2019,21,Everton,eng ENG,1. Premier League,8th,35,32,"2,665",29.6,13,1,14,13,0,0,5,1,0.44,0.03,0.47,0.44,0.47,Matches
Richarlison,2019-2020,22,Everton,eng ENG,1. Premier League,12th,36,36,"3,070",34.1,13,3,16,13,0,0,8,0,0.38,0.09,0.47,0.38,0.47,Matches
Richarlison,2020-2021,23,Everton,eng ENG,1. Premier League,10th,34,33,"2,861",31.8,7,3,10,6,1,1,4,1,0.22,0.09,0.31,0.19,0.28,Matches
Richarlison,2021-2022,24,Everton,eng ENG,1. Premier League,16th,30,28,"2,523",28.0,10,5,15,7,3,3,9,0,0.36,0.18,0.54,0.25,0.43,Matches
Richarlison,2022-2023,25,Tottenham Hotspur,eng ENG,1. Premier League,8th,27,12,"1,010",11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,Matches
Richarlison,2023-2024,26,Tottenham Hotspur,eng ENG,1. Premier League,5th,28,18,"1,491",16.6,11,4,15,11,0,0,3,0,0.66,0.24,0.91,0.66,0.91,Matches
Richarlison,2024-2025,27,Tottenham Hotspur,eng ENG,1. Premier League,17th,15,4,504,5.6,4,1,5,4,0,0,2,0,0.71,0.18,0.89,0.71,0.89,Matches
Richarlison,2025-2026,28,Tottenham Hotspur,eng ENG,1. Premier League,17th,31,19,"1,892",21.0,11,4,15,11,0,0,5,0,0.52,0.19,0.71,0.52,0.71,Matches
Samuel Lino,2019-2020,19,Gil Vicente FC,pt POR,1. Primeira Liga,10th,20,5,683,7.6,2,0,2,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
Samuel Lino,2020-2021,20,Gil Vicente FC,pt POR,1. Primeira Liga,11th,33,21,"2,012",22.4,9,0,9,6,3,4,2,0,0.40,0.00,0.40,0.27,0.27,Matches
Samuel Lino,2021-2022,21,Gil Vicente FC,pt POR,1. Primeira Liga,5th,34,34,"2,958",32.9,12,5,17,11,1,3,4,0,0.37,0.15,0.52,0.33,0.49,Matches
Samuel Lino,2022-2023,22,Valencia,es ESP,1. La Liga,16th,38,33,"2,887",32.1,6,1,7,6,0,0,4,0,0.19,0.03,0.22,0.19,0.22,Matches
Samuel Lino,2023-2024,23,Atlético Madrid,es ESP,1. La Liga,4th,34,25,"2,080",23.1,4,5,9,4,0,0,1,0,0.17,0.22,0.39,0.17,0.39,Matches
Samuel Lino,2024-2025,24,Atlético Madrid,es ESP,1. La Liga,3rd,31,21,"1,552",17.2,3,4,7,3,0,0,3,0,0.17,0.23,0.41,0.17,0.41,Matches
Samuel Lino,2025,25,Flamengo,br BRA,1. Série A,1st,21,19,"1,394",15.5,4,5,9,4,0,0,1,0,0.26,0.32,0.58,0.26,0.58,Matches
Samuel Lino,2026,26,Flamengo,br BRA,1. Série A,2nd,15,11,863,9.6,2,5,7,2,0,0,2,0,0.21,0.52,0.73,0.21,0.73,Matches
Thiago Silva,2009-2010,24,Milan,it ITA,1. Serie A,3rd,33,33,"2,919",32.4,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
Thiago Silva,2010-2011,25,Milan,it ITA,1. Serie A,1st,33,33,"2,896",32.2,1,1,2,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,Matches
Thiago Silva,2011-2012,26,Milan,it ITA,1. Serie A,2nd,27,27,"2,293",25.5,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
Thiago Silva,2012-2013,27,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,22,22,"1,899",21.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
Thiago Silva,2013-2014,28,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,28,28,"2,382",26.5,3,0,3,3,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
Thiago Silva,2014-2015,29,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,26,26,"2,308",25.6,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches
Thiago Silva,2015-2016,30,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,30,29,"2,622",29.1,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches
Thiago Silva,2016-2017,31,Paris Saint-Germain,fr FRA,1. Ligue 1,2nd,27,27,"2,385",26.5,3,1,4,3,0,0,1,0,0.11,0.04,0.15,0.11,0.15,Matches
Thiago Silva,2017-2018,32,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,25,24,"2,115",23.5,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
Thiago Silva,2018-2019,33,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,25,24,"2,077",23.1,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
Thiago Silva,2019-2020,34,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,21,20,"1,571",17.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Thiago Silva,2020-2021,35,Chelsea,eng ENG,1. Premier League,4th,23,23,"1,935",21.5,2,0,2,2,0,0,5,1,0.09,0.00,0.09,0.09,0.09,Matches
Thiago Silva,2021-2022,36,Chelsea,eng ENG,1. Premier League,3rd,32,28,"2,650",29.4,3,0,3,3,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
Thiago Silva,2022-2023,37,Chelsea,eng ENG,1. Premier League,12th,27,26,"2,352",26.1,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
Thiago Silva,2023-2024,38,Chelsea,eng ENG,1. Premier League,6th,31,28,"2,527",28.1,3,1,4,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,Matches
Thiago Silva,2024,39,Fluminense,br BRA,1. Série A,13th,15,15,"1,350",15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Thiago Silva,2025,40,Fluminense,br BRA,1. Série A,5th,25,24,"2,157",24.0,2,0,2,2,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
Thiago Silva,2025-2026,40,Porto,pt POR,1. Primeira Liga,1st,8,6,577,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vini Jr,2017,16,Flamengo,br BRA,1. Série A,6th,25,4,720,8.0,3,1,4,3,0,0,3,0,0.37,0.12,0.50,0.37,0.50,Matches
Vini Jr,2018,17,Flamengo,br BRA,1. Série A,2nd,12,11,973,10.8,4,3,7,4,0,0,3,0,0.37,0.28,0.65,0.37,0.65,Matches
Vini Jr,2018-2019,18,Real Madrid,es ESP,1. La Liga,3rd,18,9,869,9.7,2,0,2,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches
Vini Jr,2019-2020,19,Real Madrid,es ESP,1. La Liga,1st,29,12,"1,364",15.2,3,1,4,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,Matches
Vini Jr,2020-2021,20,Real Madrid,es ESP,1. La Liga,2nd,35,22,"1,969",21.9,3,3,6,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27,Matches
Vini Jr,2021-2022,21,Real Madrid,es ESP,1. La Liga,1st,35,30,"2,690",29.9,17,10,27,17,0,0,6,0,0.57,0.33,0.90,0.57,0.90,Matches
Vini Jr,2022-2023,22,Real Madrid,es ESP,1. La Liga,2nd,33,32,"2,823",31.4,10,9,19,10,0,0,10,1,0.32,0.29,0.61,0.32,0.61,Matches
Vini Jr,2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,26,22,"1,864",20.7,15,5,20,14,1,1,7,0,0.72,0.24,0.97,0.68,0.92,Matches
Vini Jr,2024-2025,24,Real Madrid,es ESP,1. La Liga,2nd,30,24,"2,253",25.0,11,8,19,9,2,3,8,1,0.44,0.32,0.76,0.36,0.68,Matches
Vini Jr,2025-2026,25,Real Madrid,es ESP,1. La Liga,2nd,36,32,"2,815",31.3,16,5,21,12,4,5,8,0,0.51,0.16,0.67,0.38,0.54,Matches
Vitinho,2017,17,Cruzeiro,br BRA,1. Série A,5th,0,0,,,,,,,,,,,,,,,,Matches
Vitinho,2018,18,Cruzeiro,br BRA,1. Série A,8th,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitinho,2018-2019,19,Cercle Brugge,be BEL,1. First Division A,15th,9,6,499,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitinho,2019-2020,20,Cercle Brugge,be BEL,1. First Division A,14th,0,0,,,,,,,,,,,,,,,,Matches
Vitinho,2020-2021,21,Cercle Brugge,be BEL,1. First Division A,16th,28,21,"1,912",21.2,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,Matches
Vitinho,2021-2022,22,Cercle Brugge,be BEL,1. First Division A,10th,32,21,"2,053",22.8,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches
Vitinho,2022-2023,23,Burnley,eng ENG,2. Championship,1st,35,23,"2,097",23.3,3,1,4,3,0,0,1,0,0.13,0.04,0.17,0.13,0.17,Matches
Vitinho,2023-2024,24,Burnley,eng ENG,1. Premier League,19th,32,26,"2,314",25.7,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
Vitinho,2024,24,Botafogo (RJ),br BRA,1. Série A,1st,11,11,770,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitinho,2024-2025,25,Burnley,eng ENG,2. Championship,2nd,3,3,235,2.6,1,1,2,1,0,0,0,0,0.38,0.38,0.77,0.38,0.77,Matches
Vitinho,2025,25,Botafogo (RJ),br BRA,1. Série A,6th,36,34,"2,831",31.5,1,2,3,1,0,0,3,0,0.03,0.06,0.10,0.03,0.10,Matches
Vitinho,2026,26,Botafogo (RJ),br BRA,1. Série A,9th,14,12,"1,068",11.9,0,2,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
Vitor Reis,2024,18,Palmeiras,br BRA,1. Série A,2nd,18,16,"1,458",16.2,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
Vitor Reis,2024-2025,18,Manchester City,eng ENG,1. Premier League,3rd,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitor Reis,2025-2026,19,Girona,es ESP,1. La Liga,18th,35,34,"3,048",33.9,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,Matches
Wesley,2021,17,Flamengo,br BRA,1. Série A,2nd,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Wesley,2022,18,Flamengo,br BRA,1. Série A,5th,0,0,,,,,,,,,,,,,,,,Matches
Wesley,2023,19,Flamengo,br BRA,1. Série A,4th,35,27,"2,514",27.9,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
Wesley,2024,20,Flamengo,br BRA,1. Série A,3rd,31,25,"2,344",26.0,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
Wesley,2025,21,Flamengo,br BRA,1. Série A,1st,11,11,982,10.9,1,2,3,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,Matches
Wesley,2025-2026,21,Roma,it ITA,1. Serie A,4th,30,28,"2,448",27.2,5,0,5,5,0,0,7,2,0.18,0.00,0.18,0.18,0.18,Matches
Weverton,2014,26,Athletico Paranaense,br BRA,1. Série A,8th,35,35,"3,150",35.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2015,27,Athletico Paranaense,br BRA,1. Série A,10th,36,36,"3,240",36.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2016,28,Athletico Paranaense,br BRA,1. Série A,6th,30,30,"2,700",30.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2017,29,Athletico Paranaense,br BRA,1. Série A,11th,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2018,30,Palmeiras,br BRA,1. Série A,1st,23,23,"2,025",22.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2019,31,Palmeiras,br BRA,1. Série A,3rd,31,31,"2,790",31.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2020,32,Palmeiras,br BRA,1. Série A,7th,30,30,"2,700",30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2021,33,Palmeiras,br BRA,1. Série A,3rd,21,21,"1,868",20.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2022,34,Palmeiras,br BRA,1. Série A,1st,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2023,35,Palmeiras,br BRA,1. Série A,1st,35,35,"3,150",35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2024,36,Palmeiras,br BRA,1. Série A,2nd,37,37,"3,330",37.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
Weverton,2025,37,Palmeiras,br BRA,1. Série A,2nd,26,26,"2,340",26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Weverton,2026,38,Grêmio,br BRA,1. Série A,15th,16,16,"1,440",16.0,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
